,author_name,book_average_rating,book_title,genre_1,genre_2,num_ratings,num_reviews,pages,publish_date,score
48,Linsey Miller ,3.64,       Mask of Shadows ,Fantasy,Young Adult,2814,1042,9,2017,883
49,Linsey Miller ,3.64,       Mask of Shadows ,Fantasy,Young Adult,2820,1044,9,2017,11629
50,John Harwood ,3.4,       The Asylum ,Historical,Mystery,3573,513,10,2013,17346
51,Elizabeth L. Silver ,3.34,       The Execution of Noa P. Singleton ,Fiction,Mystery,8228,1259,10,2013,200
52,C.R. Everett ,3.56,       Winston's Supernatural Disaster ,Fiction,Short Stories,9,7,10,2013,581
53,Charlie Cochet ,4.2,       Hell & High Water ,Romance,Paranormal,7304,1174,10,2014,669
54,Glen Cook ,3.96,       The Black Company ,Fantasy,Fiction,33936,1561,11,1984,786
55,Sarah Blake ,3.31,       The Postmistress ,Historical,Fiction,37029,5316,11,2009,2180
56,Sarah Blake ,3.31,       The Postmistress ,Historical,Fiction,37033,5316,11,2009,2192
57,S.A. Molteni ,3.73,       Fade to Gray ,Humor,Contemporary,67,33,11,2014,1949
58,Jan Pieńkowski ,4.37,       Haunted House ,Childrens,Childrens,620,33,12,1979,11013
59,Tom Rob Smith ,4.09,       Child 44 ,Fiction,Historical,63351,5840,12,2008,1896
60,Cynthia Bond ,3.63,       Ruby ,Fiction,Historical,11487,2166,12,2014,2474
61,Lee Child ,4.1,       61 Hours ,Thriller,Fiction,60841,3629,13,2010,756
62,Allison Brennan ,4.25,       Dead Heat ,Romance,Mystery,2049,137,13,2014,1615
65,Sandra Boynton ,4.2,"       Blue Hat, Green Hat ",Childrens,Childrens,9052,345,14,1984,597
66,David Sedaris ,4.59,       David Sedaris - 14 CD Boxed Set ,Humor,Nonfiction,1781,74,14,2002,2940
67,Jeff Erno ,4.16,       Invisible ,Young Adult,Romance,1418,305,14,2010,296
68,John M. Simmons ,4.32,       Nor Doth He Sleep ,Holiday,Religion,44,26,14,2013,1249
69,Sue Monk Kidd ,4.23,       The Invention of Wings ,Historical,Fiction,226634,21167,14,2014,2027
70,Ava Mallory ,3.12,       Unseen ,Horror,See top shelves…,33,7,14,2014,942
71,Natalie G. Owens ,3.83,       A Kind of Judgment ,Horror,Short Stories,40,10,15,2012,2875
72,Aubrey Wynne ,3.76,       Pete's Mighty Purty Privies ,Short Stories,Humor,70,35,15,2014,397
73,Audrey Wood ,4.27,       The Napping House ,Childrens,Childrens,41039,1278,16,1984,4011
74,Nicole Weaver ,4.65,       My Sister Is My Best Friend: A Trilingual Story ,Childrens,Realistic Fiction,26,3,16,2011,285
75,Tara Sivec ,4.24,       Hearts and Llamas ,Romance,Humor,5077,366,17,2013,2245
76,Dominique Wren ,4.08,       Winter's Peace ,Fantasy,Mythology,12,1,17,2013,1681
77,Dorothy Kunhardt ,4.06,       Pat the Bunny ,Childrens,Childrens,20910,382,18,1940,1494
78,Willow Cross ,4.08,       Afterlife ,Fantasy,Fantasy,167,44,18,2012,374
79,Danielle DeVor ,3.18,       Papap's Teeth ,Short Stories,Horror,260,47,18,2014,1095
82,A.R. Von ,4.28,       The Approach ,Horror,Romance,145,79,19,2013,3707
85,Annie North Bedford ,4.26,       Frosty the Snow Man ,Holiday,Childrens,17287,67,20,1950,3133
86,Sam McBratney ,4.36,       Guess How Much I Love You ,Childrens,Childrens,115462,1549,20,1988,1224
87,Sam McBratney ,4.36,       Guess How Much I Love You ,Childrens,Childrens,115468,1549,20,1988,3213
88,Sam McBratney ,4.36,       Guess How Much I Love You ,Childrens,Childrens,115480,1551,20,1988,476
89,Shiloh Walker ,3.19,       A Present for Christmas ,Romance,Holiday,336,43,20,2010,352
90,Dianna Hardy ,3.83,       Wilted ,Fantasy,Fantasy,186,45,20,2012,1740
91,D.K. Cassidy ,4.82,"       Donavan: From Michael Bunker's World of ""PENNSYLVANIA"" ",Science Fiction,Short Stories,76,29,20,2014,3153
92,J.L. Merrow ,3.58,       Permanently Legless ,Romance,Contemporary,651,96,21,2012,11689
93,Regina Puckett ,4.58,       Will Work for Food ,Short Stories,Horror,36,16,21,2012,797
94,Becca J. Campbell ,4.05,       Not the Norm ,Science Fiction,Short Stories,41,25,21,2012,380
95,Tessy Rawlins ,3.86,"       Angels are Real,Angels Exist; Real-life encounters with Angels and Archangels, True Stories of Guardian Angels helping ordinary people. (Angels are Real, Angels Exist #1) ",Self Help,Christian,50,4,21,2013,5804
96,Joey Nichols ,4.07,       Can You Feel Me? ,Erotica,Romance,15,6,21,2014,826
97,Lisa Clark ,4.54,       Justin Bieber Poster Book ,Biography,See top shelves…,338,7,22,2010,1181
98,Lucy Felthouse ,3.17,       Bite With Height ,Glbt,Adult Fiction,151,16,22,2011,1141
99,Nell Boye ,3.49,       The Photographer ,Glbt,Fiction,35,1,22,2011,678
100,Delilah Fawkes ,3.49,       At His Service ,Erotica,Adult Fiction,1697,57,22,2012,10103
101,Catherine Stovall ,4.53,       Fearful Day: Voices of Hell Prequel ,Horror,See top shelves…,17,9,22,2013,1899
102,Patricia Leever ,3.59,       Clarity ,Paranormal,Fantasy,44,7,23,2012,4615
103,Anna Othitis ,4.56,       My First Travel Book ,Adventure,Childrens,184,38,23,2013,3128
104,Zack Love ,4.06,       City Solipsism ,Short Stories,Fiction,139,78,23,2014,2215
105,Anna Othitis ,4.74,       The Seven Natural Wonders Of The EARTH (My First Travel Books #2) ,Childrens,Adventure,185,71,23,2014,6306
108,Janette Sebring Lowrey ,4.09,       The Poky Little Puppy ,Childrens,Childrens,68099,788,24,1942,729
109,Janette Sebring Lowrey ,4.09,       The Poky Little Puppy ,Childrens,Childrens,68099,788,24,1942,11868
110,Janette Sebring Lowrey ,4.09,       The Poky Little Puppy ,Childrens,Childrens,68099,788,24,1942,727
111,Janette Sebring Lowrey ,4.09,       The Poky Little Puppy ,Childrens,Childrens,68120,788,24,1942,575
112,Diane Muldrow ,4.21,       The Little Red Hen ,Childrens,Childrens,24546,345,24,1954,691
113,Bill Martin Jr. ,4.2,"       Brown Bear, Brown Bear, What Do You See? ",Childrens,Childrens,135092,3171,24,1967,3972
114,Bill Martin Jr. ,4.2,"       Brown Bear, Brown Bear, What Do You See? ",Childrens,Childrens,135092,3171,24,1967,4552
115,Bill Martin Jr. ,4.2,"       Brown Bear, Brown Bear, What Do You See? ",Childrens,Childrens,135129,3174,24,1967,13180
116,Al Perkins ,4.22,"       Hand, Hand, Fingers, Thumb ",Childrens,Childrens,25901,412,24,1969,426
117,Charles M. Schulz ,4.11,"       Happy Halloween, Great Pumpkin! ",Childrens,Holiday,66,4,24,1990,3716
118,Joan Holub ,3.87,       Eek-a-boo ,Holiday,Childrens,23,2,24,2000,1385
119,Peter Yarrow ,4.21,"       Puff, the Magic Dragon ",Childrens,Childrens,4343,275,24,2007,15848
120,Miley Cyrus ,4.14,       Hannah Montana: Recorder Fun! Pack ,Music,See top shelves…,108,5,24,2008,796
121,Books LLC ,3.41,"       Malayalam Novels (Study Guide): Marthandavarma, Khasakkinte Itihasam, Yanthram ",Novels,See top shelves…,108,0,24,2010,776
122,Luke Pearson ,4.19,       Hildafolk ,Sequential Art,Sequential Art,4417,502,24,2010,235
123,Ann Whitford Paul ,4.2,       'Twas the Late Night of Christmas ,Holiday,See top shelves…,15,6,24,2013,4462
124,Anna Othitis ,4.86,       My First Fun Golf Steps (My First Travel Books Series) ,Childrens,Adventure,93,25,24,2014,2097
125,C.L. Stone ,4.38,       Meeting Sang: Victor ,Polyamorous,Young Adult,1370,51,24,2016,976
127,Martin Waddell ,4.19,       Owl Babies ,Childrens,Childrens,13174,675,25,1975,2744
128,Martin Waddell ,4.19,       Owl Babies ,Childrens,Childrens,13177,675,25,1975,5289
129,Sara Fawkes ,3.73,       Anything He Wants 1: The Meeting ,Adult Fiction,Romance,7632,341,25,2012,587
130,Peter   John ,4.29,       Wrapped Up In Brown Paper And Other Poems ,Poetry,See top shelves…,34,9,25,2013,2292
131,Eric Carle ,4.29,       The Very Hungry Caterpillar ,Childrens,Childrens,342836,6809,26,1969,2464
132,Eric Carle ,4.29,       The Very Hungry Caterpillar ,Childrens,Childrens,342861,6809,26,1969,581
133,Eric Carle ,4.29,       The Very Hungry Caterpillar ,Childrens,Childrens,342861,6809,26,1969,1123
134,Eric Carle ,4.29,       The Very Hungry Caterpillar ,Childrens,Childrens,342961,6810,26,1969,263
135,Nikki Smith ,4.02,       I Know an Old Woman Who Swallowed a Fly ,Childrens,Childrens,2192,36,26,2006,1148
136,Kevin  Moore ,4.0,       Waves and War ,Historical,Short Stories,20,2,26,2012,3945
137,Cindy Springsteen ,4.71,       Waffles and Pancakes ,Childrens,See top shelves…,153,84,26,2012,489
138,Taro Gomi ,4.16,       Everyone Poops ,Childrens,Childrens,5391,641,27,1977,292
139,Norah Wilson ,3.6,       Needing Nita ,Romance,Contemporary,2084,166,27,2010,1787
140,Jennifer Kathleen Gibbons ,3.58,       I Woke Up in Love This Morning ,Short Stories,History,48,6,27,2012,8544
141,Matt Schiariti ,3.97,       Words With Fiends ,Short Stories,See top shelves…,133,51,27,2012,528
142,Max Vos ,3.68,       Hawk 'n' Harley ,Romance,Contemporary,309,53,27,2013,5978
143,Stephany Tullis ,4.19,       Blue Lady (Angelica Mason) ,Fiction,See top shelves…,78,20,27,2015,1814
144,Jon Scieszka ,4.3,       The True Story of the Three Little Pigs ,Childrens,Childrens,154036,3024,28,1989,5099
145,Julie Orringer ,4.19,       The Invisible Bridge ,Historical,Fiction,44403,4645,28,2010,2100
146,Julie Orringer ,4.19,       The Invisible Bridge ,Historical,Fiction,44418,4648,28,2010,573
147,Gordon Andrews ,4.12,       Curran ,Fantasy,Fantasy,17076,448,28,2010,100
148,Lenore Wolfe ,3.55,       Doorway to the Triquetra ,Fantasy,Fantasy,76,18,28,2011,7554
149,J.M. Madden ,3.36,       The Awakening Society ,Romance,Adult Fiction,244,25,28,2012,9765
150,Chantilly White ,3.57,       Pearls of Passion ,Romance,Adult Fiction,133,27,28,2012,2155
151,John Dolan ,3.95,       Jim Fosse's Expense Claim ,Fiction,See top shelves…,137,32,28,2012,2254
152,John Dolan ,3.95,       Jim Fosse's Expense Claim ,Fiction,See top shelves…,137,32,28,2012,2358
153,A.R. Von ,4.45,       Dreamz ,Horror,Romance,106,52,28,2013,4946
155,Kim Cano ,3.81,       For Animal Lovers ,Short Stories,See top shelves…,37,11,29,2012,1240
156,Kim Cano ,3.81,       For Animal Lovers ,Short Stories,See top shelves…,37,11,29,2012,1195
157,J.J.   Johnson ,3.8,       Compulsion ,Short Stories,Christian Fiction,41,14,29,2012,497
158,C.P. Mandara ,3.49,       The Riding School ,Erotica,Adult Fiction,990,150,29,2013,8257
159,C.P. Mandara ,3.49,       The Riding School ,Erotica,Adult Fiction,990,150,29,2013,423
160,Ros Baxter ,3.15,       White Christmas ,Romance,Novella,149,36,29,2013,8156
161,Vasily Mahanenko ,3.73,       The Hour of Pain ,Fantasy,See top shelves…,339,18,29,2017,1678
164,Ed Emberley ,4.22,"       Go Away, Big Green Monster! ",Childrens,Childrens,15297,479,30,1992,380
165,Jerry Seinfeld ,3.89,       Halloween ,Childrens,Holiday,663,127,30,2002,1076
166,Walt Disney Company ,4.39,       Beauty and the Beast ,Childrens,See top shelves…,15923,165,30,2002,1514
167,Vic Winter ,3.65,       Wheels ,Romance,Disability,224,28,30,2007,5247
168,Othen Donald Dale Cummings ,4.75,       Happy Halloween ,Childrens,See top shelves…,53,3,30,2012,699
169,Ireland Taylor ,4.33,       A Place To Go ,Young Adult,Short Stories,64,33,30,2013,5075
170,Jade Kerrion ,4.27,       East of the Sun (The Prometheus Saga) ,Fiction,Science Fiction,22,13,30,2015,400
183,W.W. Jacobs ,3.81,       The Monkey's Paw ,Short Stories,Horror,6610,406,32,1902,4722
184,O. Henry ,4.08,       The Gift of the Magi ,Classics,Short Stories,75342,1570,32,1905,1887
185,Wanda Gág ,4.09,       Millions of Cats ,Childrens,Childrens,18659,743,32,1928,1129
186,Gene Zion ,4.18,       Harry the Dirty Dog ,Childrens,Childrens,47510,791,32,1956,4226
187,Gene Zion ,4.18,       Harry the Dirty Dog ,Childrens,Childrens,47515,791,32,1956,2634
188,Gene Zion ,4.18,       Harry the Dirty Dog ,Childrens,Childrens,47530,791,32,1956,2432
189,Maurice Sendak ,4.25,       Chicken Soup with Rice: A Book of Months ,Childrens,Childrens,28253,468,32,1962,551
190,Edward Gorey ,4.19,       The Gashlycrumb Tinies ,Humor,Fiction,47279,784,32,1963,2769
191,Edward Gorey ,4.19,       The Gashlycrumb Tinies ,Humor,Fiction,47282,784,32,1963,7583
192,Norman Bridwell ,4.1,       Clifford the Big Red Dog ,Childrens,Childrens,64133,676,32,1963,4210
193,Norman Bridwell ,4.1,       Clifford the Big Red Dog ,Childrens,Childrens,64141,676,32,1963,362
194,Russell Hoban ,4.2,       Bread and Jam for Frances ,Childrens,Childrens,29983,453,32,1964,1961
195,Russell Hoban ,4.2,       Bread and Jam for Frances ,Childrens,Childrens,29992,453,32,1964,363
196,Leo Lionni ,4.19,       Frédéric ,Childrens,Childrens,18734,499,32,1967,2304
197,Don Freeman ,4.29,       Corduroy ,Childrens,Childrens,170841,2267,32,1968,2010
198,Don Freeman ,4.29,       Corduroy ,Childrens,Childrens,170841,2267,32,1968,3592
199,Don Freeman ,4.29,       Corduroy ,Childrens,Childrens,170849,2267,32,1968,2076
200,Don Freeman ,4.29,       Corduroy ,Childrens,Childrens,170865,2267,32,1968,2217
201,William Steig ,4.14,       Sylvester and the Magic Pebble ,Childrens,Childrens,40457,1372,32,1969,4812
202,Jon Stone ,4.44,       The Monster at the End of this Book ,Childrens,Childrens,114336,2737,32,1971,17939
203,Jon Stone ,4.44,       The Monster at the End of this Book ,Childrens,Childrens,114346,2737,32,1971,16092
204,Jon Stone ,4.44,       The Monster at the End of this Book ,Childrens,Childrens,114346,2737,32,1971,8388
205,Jon Stone ,4.44,       The Monster at the End of this Book ,Childrens,Childrens,114360,2738,32,1971,4163
206,Adrienne Adams ,3.88,       A Woggle of Witches ,Holiday,Childrens,195,34,32,1971,723
207,Judith Viorst ,4.22,"       Alexander and the Terrible, Horrible, No Good, Very Bad Day ",Childrens,Childrens,159565,2517,32,1972,3199
208,Judith Viorst ,4.22,"       Alexander and the Terrible, Horrible, No Good, Very Bad Day ",Childrens,Childrens,159574,2517,32,1972,4923
209,Judith Viorst ,4.22,"       Alexander and the Terrible, Horrible, No Good, Very Bad Day ",Childrens,Childrens,159574,2517,32,1972,1464
210,Judith Viorst ,4.22,"       Alexander and the Terrible, Horrible, No Good, Very Bad Day ",Childrens,Childrens,159604,2516,32,1972,10077
211,Tomie dePaola ,4.23,       Strega Nona ,Childrens,Childrens,76009,1037,32,1975,1467
212,Tomie dePaola ,4.23,       Strega Nona ,Childrens,Childrens,76032,1038,32,1975,692
213,Raymond Briggs ,4.28,       The Snowman ,Childrens,Childrens,14637,529,32,1978,5842
214,Robert Munsch ,4.32,       The Paper Bag Princess ,Childrens,Childrens,44715,1831,32,1980,272
215,Robert Munsch ,4.32,       The Paper Bag Princess ,Childrens,Childrens,44717,1831,32,1980,445
216,Robert Munsch ,4.32,       The Paper Bag Princess ,Childrens,Childrens,44719,1832,32,1980,443
217,Barbara Cooney ,4.46,       Miss Rumphius ,Childrens,Childrens,22985,859,32,1981,3956
218,Bruce Degen ,4.18,       Jamberry ,Childrens,Childrens,16824,471,32,1982,8533
219,Marc Brown ,4.11,       Arthur's Halloween ,Holiday,Childrens,7120,142,32,1982,7989
220,Margaret Hodges ,4.17,       Saint George and the Dragon ,Childrens,Childrens,6865,422,32,1984,3485
221,Francine Patterson ,4.29,       Koko's Kitten ,Nonfiction,Animals,955,93,32,1985,4337
222,Harry Allard ,4.27,       Miss Nelson Is Missing! ,Childrens,Childrens,87321,1243,32,1985,443
223,Harry Allard ,4.27,       Miss Nelson Is Missing! ,Childrens,Childrens,87337,1243,32,1985,2026
224,Harry Allard ,4.27,       Miss Nelson Is Missing! ,Childrens,Childrens,87395,1243,32,1985,761
225,Audrey Wood ,4.22,       King Bidgood's in the Bathtub ,Childrens,Childrens,11414,553,32,1985,537
226,Chris Van Allsburg ,4.3,       The Polar Express ,Childrens,Childrens,196106,3058,32,1985,494
227,Chris Van Allsburg ,4.3,       The Polar Express ,Childrens,Childrens,196119,3059,32,1985,758
228,Stan Berenstain ,4.25,       The Berenstain Bears Trick or Treat ,Childrens,Childrens,6983,88,32,1985,990
229,Robert Munsch ,4.35,       Love You Forever ,Childrens,Childrens,180832,4761,32,1986,688
230,Graeme Base ,4.28,       Animalia ,Childrens,Childrens,20709,563,32,1986,8837
231,Jane Yolen ,4.21,       Owl Moon ,Childrens,Childrens,37366,2078,32,1987,940
232,Jane Yolen ,4.21,       Owl Moon ,Childrens,Childrens,37371,2078,32,1987,1485
233,James  Marshall ,4.05,       Goldilocks and the Three Bears ,Childrens,Childrens,9353,459,32,1988,466
234,Jon Scieszka ,4.3,       The True Story of the 3 Little Pigs ,Childrens,Childrens,154027,3022,32,1989,569
235,Jon Scieszka ,4.3,       The True Story of the 3 Little Pigs ,Childrens,Childrens,154027,3022,32,1989,3214
236,Lesléa Newman ,3.81,       Heather Has Two Mommies ,Childrens,Lgbt,1287,285,32,1989,4995
237,Jan Brett ,4.24,       The Mitten ,Childrens,Childrens,73376,1228,32,1989,3669
238,Jan Brett ,4.24,       The Mitten ,Childrens,Childrens,73425,1231,32,1989,5711
239,William Steig ,3.78,       Shrek! ,Childrens,Fantasy,4021,331,32,1990,10502
240,David Wiesner ,4.18,       Tuesday ,Childrens,Childrens,23099,1927,32,1991,474
241,Berkeley Breathed ,4.41,       A Wish for Wings That Work: An Opus Christmas Story ,Holiday,Childrens,1018,70,32,1991,30155
242,Kevin Henkes ,4.32,       Chrysanthemum ,Childrens,Childrens,47408,1662,32,1991,5403
243,Audrey Penn ,4.42,       The Kissing Hand ,Childrens,Childrens,56117,1566,32,1993,296
244,Audrey Penn ,4.42,       The Kissing Hand ,Childrens,Childrens,56120,1566,32,1993,2112
245,Kris Waldherr ,3.97,       Persephone and the Pomegranate: A Myth from Greece ,Fantasy,Childrens,59,13,32,1993,2415
246,Peggy Rathmann ,4.21,"       Good Night, Gorilla ",Childrens,Childrens,42234,944,32,1994,3460
247,Patricia Polacco ,4.32,       The Trees of the Dancing Goats ,Holiday,Childrens,767,83,32,1996,2296
248,Max Lucado ,4.46,       You Are Special ,Childrens,Childrens,46488,1159,32,1997,599
249,Simms Taback ,4.21,       There Was an Old Lady Who Swallowed a Fly ,Childrens,Childrens,45674,884,32,1997,6172
250,David Shannon ,4.25,       A Bad Case of Stripes ,Childrens,Childrens,58291,1900,32,1998,453
251,David Shannon ,4.25,       A Bad Case of Stripes ,Childrens,Childrens,58298,1900,32,1998,415
252,Laura Joffe Numeroff ,4.24,       If You Give a Pig a Pancake ,Childrens,Childrens,55519,1009,32,1998,1399
253,Jules Feiffer ,4.2,"       Bark, George ",Childrens,Childrens,12890,663,32,1999,1120
254,Doreen Cronin ,4.24,"       Click, Clack, Moo: Cows That Type ",Childrens,Childrens,74695,2601,32,1999,6149
255,Doreen Cronin ,4.24,"       Click, Clack, Moo: Cows That Type ",Childrens,Childrens,74695,2601,32,1999,1692
256,Doreen Cronin ,4.24,"       Click, Clack, Moo: Cows That Type ",Childrens,Childrens,74695,2601,32,1999,2145
257,Doreen Cronin ,4.24,"       Click, Clack, Moo: Cows That Type ",Childrens,Childrens,74708,2602,32,1999,2879
258,Julia Donaldson ,4.49,       The Gruffalo ,Childrens,Childrens,24288,1353,32,1999,9726
259,Julia Donaldson ,4.49,       The Gruffalo ,Childrens,Childrens,24293,1354,32,1999,9287
260,Shaun Tan ,4.33,       The Lost Thing ,Childrens,Sequential Art,4377,321,32,2000,3562
261,Katharine Holabird ,3.8,       Angelina's Halloween ,Holiday,Childrens,241,19,32,2000,682
262,Dugald A. Steer ,4.1,       Dragonology: The Complete Book of Dragons ,Fantasy,Fantasy,7750,226,32,2003,1000
263,Jon J. Muth ,4.15,       Stone Soup ,Childrens,Childrens,13610,531,32,2003,3592
264,Judy Schachner ,4.25,       Skippyjon Jones ,Childrens,Childrens,30949,1188,32,2003,2219
265,Peter H. Reynolds ,4.16,       The Dot ,Childrens,Art,24389,1363,32,2003,3175
266,Pamela S. Turner ,4.35,       Hachiko: The True Story of a Loyal Dog ,Childrens,Cultural,657,98,32,2004,4935
267,Mem Fox ,4.2,       Where Is the Green Sheep? ,Childrens,Childrens,6486,428,32,2004,7635
268,Peter H. Reynolds ,4.35,       Ish ,Childrens,Art,8760,946,32,2004,1985
269,Jane O'Connor ,4.15,       Fancy Nancy ,Childrens,Childrens,23362,897,32,2005,3367
270,Dugald A. Steer ,4.04,       Pirateology: The Pirate Hunter's Companion ,Adventure,Fantasy,1344,84,32,2006,1637
271,John Himmelman ,4.1,       Chickens to the Rescue ,Childrens,Childrens,2311,169,32,2006,291
272,Deborah Diesen ,4.3,       The Pout-Pout Fish ,Childrens,Childrens,9915,767,32,2008,1355
273,Marla Frazee ,3.9,       A Couple of Boys Have the Best Week Ever ,Childrens,Childrens,3467,397,32,2008,1486
274,Karen Hesse ,3.37,       Spuds ,Childrens,Historical,212,58,32,2008,1584
275,Viviane Schwarz ,4.21,       There Are Cats in This Book ,Childrens,Animals,2223,255,32,2008,386
276,Lynne Rae Perkins ,3.14,       The Cardboard Piano [With DVD] ,Childrens,Childrens,138,42,32,2008,633
277,Kevin Henkes ,4.0,       Old Bear ,Childrens,Childrens,2903,300,32,2008,1221
278,Eileen Spinelli ,3.53,       Hug a Bug ,Childrens,Childrens,128,36,32,2008,567
279,Eric Rohmann ,3.71,       Bone Dog ,Childrens,Holiday,819,183,32,2011,482
280,Sherri Duskey Rinker ,4.35,"       Goodnight, Goodnight, Construction Site ",Childrens,Childrens,8876,714,32,2011,2721
281,Chris Raschka ,3.87,       A Ball for Daisy ,Childrens,Animals,8544,1973,32,2011,1300
282,Kelly Hashway ,4.45,       May the Best Dog Win ,Childrens,See top shelves…,40,14,32,2011,1362
283,Amy Valenti ,3.65,"       Hot, Rich and Dominant ",Adult Fiction,Erotica,380,34,32,2012,1504
284,Rue Volley ,4.48,       Menagerie of Mystery & Mayhem ,Fantasy,See top shelves…,27,9,32,2012,2078
285,Rue Volley ,4.48,       Menagerie of Mystery & Mayhem ,Fantasy,See top shelves…,27,9,32,2012,1200
286,Saralyn Richard ,4.81,       Naughty Nana ,Childrens,Childrens,54,10,32,2013,3059
287,Julio Alexi Genao ,4.12,       When You Were Pixels ,Romance,Science Fiction,831,323,32,2013,1079
